Total classes 47.
Number of train samples : 6931
Total classes 47.
Number of val samples : 1733
=> creating model 'SpixelNet1l_bn'
=> setting adam solver
=> will save everything to /vulcanscratch/cmparam9/gh/dispTask/checkpoints/SceneFlow/SpixelNet1l_bn_adam_3000000epochs_epochSize6000_b8_lr5e-05_posW0.003_
/cfarhomes/cmparam9/.local/lib/python3.6/site-packages/torch/utils/data/dataloader.py:481: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  cpuset_checked))
train Epoch: [0][0/866]	 Time 7.679 (7.679)	 Data 4.385 (4.385)	 Total_loss 152.295 (152.295)	 Loss_sem 3.275 (3.275)	 Loss_pos 149.020 (149.020)	
val Epoch: [66][40/216]	 Time 0.803 (0.980)	 Data 0.648 (0.846)	 Total_loss 6.427 (6.788)	 Loss_sem 5.935 (6.292)	 Loss_pos 0.493 (0.496)	
val Epoch: [66][50/216]	 Time 1.027 (0.957)	 Data 0.814 (0.823)	 Total_loss 7.629 (6.656)	 Loss_sem 7.093 (6.156)	 Loss_pos 0.537 (0.499)	
val Epoch: [66][60/216]	 Time 0.933 (0.948)	 Data 0.764 (0.813)	 Total_loss 4.138 (6.669)	 Loss_sem 3.598 (6.173)	 Loss_pos 0.540 (0.496)	
val Epoch: [66][70/216]	 Time 0.908 (0.942)	 Data 0.799 (0.805)	 Total_loss 8.268 (6.600)	 Loss_sem 7.768 (6.107)	 Loss_pos 0.500 (0.493)	
val Epoch: [66][80/216]	 Time 0.774 (0.934)	 Data 0.588 (0.795)	 Total_loss 5.581 (6.514)	 Loss_sem 5.034 (6.022)	 Loss_pos 0.547 (0.492)	
val Epoch: [66][90/216]	 Time 0.897 (0.935)	 Data 0.806 (0.794)	 Total_loss 6.559 (6.624)	 Loss_sem 6.073 (6.129)	 Loss_pos 0.486 (0.494)	
val Epoch: [66][100/216]	 Time 0.995 (0.928)	 Data 0.893 (0.788)	 Total_loss 4.344 (6.481)	 Loss_sem 3.939 (5.989)	 Loss_pos 0.405 (0.493)	
val Epoch: [66][110/216]	 Time 1.020 (0.926)	 Data 0.845 (0.785)	 Total_loss 5.178 (6.465)	 Loss_sem 4.763 (5.973)	 Loss_pos 0.415 (0.491)	
val Epoch: [66][120/216]	 Time 1.107 (0.925)	 Data 0.864 (0.783)	 Total_loss 6.468 (6.554)	 Loss_sem 5.920 (6.060)	 Loss_pos 0.548 (0.494)	
val Epoch: [66][130/216]	 Time 0.751 (0.920)	 Data 0.657 (0.778)	 Total_loss 5.759 (6.575)	 Loss_sem 5.270 (6.081)	 Loss_pos 0.489 (0.494)	
val Epoch: [66][140/216]	 Time 1.045 (0.919)	 Data 0.956 (0.779)	 Total_loss 4.305 (6.541)	 Loss_sem 3.859 (6.047)	 Loss_pos 0.446 (0.494)	
val Epoch: [66][150/216]	 Time 0.904 (0.915)	 Data 0.782 (0.775)	 Total_loss 4.503 (6.453)	 Loss_sem 4.065 (5.959)	 Loss_pos 0.437 (0.494)	
val Epoch: [66][160/216]	 Time 1.068 (0.916)	 Data 0.894 (0.775)	 Total_loss 4.357 (6.393)	 Loss_sem 3.863 (5.902)	 Loss_pos 0.494 (0.491)	
val Epoch: [66][170/216]	 Time 0.730 (0.913)	 Data 0.514 (0.772)	 Total_loss 5.077 (6.369)	 Loss_sem 4.551 (5.880)	 Loss_pos 0.526 (0.489)	
val Epoch: [66][180/216]	 Time 0.972 (0.912)	 Data 0.868 (0.771)	 Total_loss 11.717 (6.383)	 Loss_sem 11.207 (5.894)	 Loss_pos 0.510 (0.489)	
val Epoch: [66][190/216]	 Time 0.943 (0.912)	 Data 0.794 (0.772)	 Total_loss 4.758 (6.259)	 Loss_sem 4.255 (5.772)	 Loss_pos 0.504 (0.486)	
val Epoch: [66][200/216]	 Time 0.952 (0.910)	 Data 0.839 (0.770)	 Total_loss 6.171 (6.325)	 Loss_sem 5.733 (5.837)	 Loss_pos 0.438 (0.488)	
val Epoch: [66][210/216]	 Time 0.293 (0.906)	 Data 0.205 (0.766)	 Total_loss 5.298 (6.362)	 Loss_sem 4.897 (5.875)	 Loss_pos 0.401 (0.486)	
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
train Epoch: [67][0/866]	 Time 4.378 (4.378)	 Data 4.003 (4.003)	 Total_loss 2.518 (2.518)	 Loss_sem 0.481 (0.481)	 Loss_pos 2.037 (2.037)	
train Epoch: [67][10/866]	 Time 0.735 (1.362)	 Data 0.441 (1.057)	 Total_loss 9.264 (6.742)	 Loss_sem 0.531 (0.483)	 Loss_pos 8.734 (6.259)	
train Epoch: [67][20/866]	 Time 0.829 (1.188)	 Data 0.500 (0.868)	 Total_loss 3.422 (7.577)	 Loss_sem 0.428 (0.488)	 Loss_pos 2.994 (7.089)	
train Epoch: [67][30/866]	 Time 0.816 (1.111)	 Data 0.534 (0.797)	 Total_loss 4.697 (7.068)	 Loss_sem 0.476 (0.488)	 Loss_pos 4.221 (6.580)	
train Epoch: [67][40/866]	 Time 0.803 (1.068)	 Data 0.483 (0.756)	 Total_loss 4.955 (6.944)	 Loss_sem 0.479 (0.487)	 Loss_pos 4.476 (6.458)	
train Epoch: [67][50/866]	 Time 0.695 (1.042)	 Data 0.412 (0.732)	 Total_loss 9.890 (6.716)	 Loss_sem 0.504 (0.485)	 Loss_pos 9.386 (6.232)	
train Epoch: [67][60/866]	 Time 0.755 (1.027)	 Data 0.446 (0.719)	 Total_loss 6.800 (6.650)	 Loss_sem 0.461 (0.484)	 Loss_pos 6.340 (6.166)	
train Epoch: [67][70/866]	 Time 0.922 (1.020)	 Data 0.636 (0.711)	 Total_loss 9.599 (6.792)	 Loss_sem 0.496 (0.484)	 Loss_pos 9.103 (6.308)	
train Epoch: [67][80/866]	 Time 0.907 (1.015)	 Data 0.582 (0.706)	 Total_loss 8.197 (6.979)	 Loss_sem 0.496 (0.487)	 Loss_pos 7.700 (6.492)	
train Epoch: [67][90/866]	 Time 0.970 (1.004)	 Data 0.581 (0.694)	 Total_loss 6.873 (7.007)	 Loss_sem 0.532 (0.488)	 Loss_pos 6.340 (6.519)	
train Epoch: [67][100/866]	 Time 1.005 (1.001)	 Data 0.705 (0.690)	 Total_loss 15.600 (7.059)	 Loss_sem 0.544 (0.489)	 Loss_pos 15.055 (6.570)	
train Epoch: [67][110/866]	 Time 1.001 (1.002)	 Data 0.692 (0.690)	 Total_loss 8.570 (6.926)	 Loss_sem 0.444 (0.487)	 Loss_pos 8.126 (6.439)	
train Epoch: [67][120/866]	 Time 1.044 (0.997)	 Data 0.669 (0.686)	 Total_loss 2.192 (6.831)	 Loss_sem 0.443 (0.485)	 Loss_pos 1.749 (6.345)	
train Epoch: [67][130/866]	 Time 1.051 (0.993)	 Data 0.712 (0.683)	 Total_loss 4.935 (6.800)	 Loss_sem 0.438 (0.485)	 Loss_pos 4.497 (6.315)	
train Epoch: [67][140/866]	 Time 0.854 (0.988)	 Data 0.561 (0.678)	 Total_loss 7.572 (6.788)	 Loss_sem 0.512 (0.486)	 Loss_pos 7.060 (6.302)	
train Epoch: [67][150/866]	 Time 1.009 (0.985)	 Data 0.678 (0.675)	 Total_loss 4.215 (6.842)	 Loss_sem 0.418 (0.486)	 Loss_pos 3.797 (6.356)	
train Epoch: [67][160/866]	 Time 0.814 (0.983)	 Data 0.479 (0.673)	 Total_loss 6.730 (6.884)	 Loss_sem 0.464 (0.486)	 Loss_pos 6.266 (6.398)	
train Epoch: [67][170/866]	 Time 1.003 (0.984)	 Data 0.684 (0.674)	 Total_loss 6.740 (6.856)	 Loss_sem 0.511 (0.487)	 Loss_pos 6.229 (6.370)	
train Epoch: [67][180/866]	 Time 0.945 (0.982)	 Data 0.650 (0.672)	 Total_loss 7.219 (6.919)	 Loss_sem 0.434 (0.486)	 Loss_pos 6.785 (6.432)	
train Epoch: [67][190/866]	 Time 0.845 (0.980)	 Data 0.545 (0.671)	 Total_loss 8.265 (6.856)	 Loss_sem 0.530 (0.487)	 Loss_pos 7.736 (6.369)	
train Epoch: [67][200/866]	 Time 0.724 (0.977)	 Data 0.368 (0.667)	 Total_loss 4.472 (6.824)	 Loss_sem 0.488 (0.487)	 Loss_pos 3.984 (6.337)	
train Epoch: [67][210/866]	 Time 0.792 (0.975)	 Data 0.504 (0.666)	 Total_loss 6.729 (6.711)	 Loss_sem 0.525 (0.486)	 Loss_pos 6.204 (6.225)	
train Epoch: [67][220/866]	 Time 1.193 (0.976)	 Data 0.916 (0.667)	 Total_loss 4.244 (6.707)	 Loss_sem 0.449 (0.485)	 Loss_pos 3.795 (6.222)	
train Epoch: [67][230/866]	 Time 1.097 (0.976)	 Data 0.807 (0.666)	 Total_loss 7.976 (6.750)	 Loss_sem 0.517 (0.485)	 Loss_pos 7.458 (6.266)	
train Epoch: [67][240/866]	 Time 1.111 (0.976)	 Data 0.767 (0.666)	 Total_loss 8.192 (6.711)	 Loss_sem 0.462 (0.484)	 Loss_pos 7.730 (6.227)	
train Epoch: [67][250/866]	 Time 0.943 (0.973)	 Data 0.639 (0.664)	 Total_loss 4.910 (6.709)	 Loss_sem 0.443 (0.485)	 Loss_pos 4.468 (6.223)	
train Epoch: [67][260/866]	 Time 1.123 (0.973)	 Data 0.801 (0.664)	 Total_loss 3.735 (6.644)	 Loss_sem 0.451 (0.484)	 Loss_pos 3.283 (6.160)	
train Epoch: [67][270/866]	 Time 0.821 (0.972)	 Data 0.520 (0.662)	 Total_loss 8.722 (6.641)	 Loss_sem 0.497 (0.484)	 Loss_pos 8.226 (6.157)	
train Epoch: [67][280/866]	 Time 1.018 (0.971)	 Data 0.716 (0.662)	 Total_loss 6.789 (6.630)	 Loss_sem 0.468 (0.484)	 Loss_pos 6.321 (6.146)	
train Epoch: [67][290/866]	 Time 0.873 (0.970)	 Data 0.594 (0.661)	 Total_loss 6.735 (6.646)	 Loss_sem 0.505 (0.484)	 Loss_pos 6.231 (6.162)	
train Epoch: [67][300/866]	 Time 1.060 (0.970)	 Data 0.753 (0.661)	 Total_loss 8.468 (6.613)	 Loss_sem 0.456 (0.484)	 Loss_pos 8.012 (6.129)	
train Epoch: [67][310/866]	 Time 0.960 (0.969)	 Data 0.679 (0.659)	 Total_loss 4.866 (6.608)	 Loss_sem 0.494 (0.484)	 Loss_pos 4.372 (6.124)	
train Epoch: [67][320/866]	 Time 0.993 (0.968)	 Data 0.592 (0.659)	 Total_loss 9.702 (6.606)	 Loss_sem 0.468 (0.484)	 Loss_pos 9.234 (6.122)	
train Epoch: [67][330/866]	 Time 0.989 (0.968)	 Data 0.699 (0.659)	 Total_loss 5.055 (6.585)	 Loss_sem 0.519 (0.484)	 Loss_pos 4.536 (6.102)	
train Epoch: [67][340/866]	 Time 0.949 (0.967)	 Data 0.659 (0.658)	 Total_loss 3.914 (6.584)	 Loss_sem 0.444 (0.483)	 Loss_pos 3.469 (6.101)	
train Epoch: [67][350/866]	 Time 0.870 (0.966)	 Data 0.553 (0.657)	 Total_loss 4.434 (6.560)	 Loss_sem 0.454 (0.483)	 Loss_pos 3.981 (6.077)	
train Epoch: [67][360/866]	 Time 0.993 (0.966)	 Data 0.656 (0.657)	 Total_loss 8.161 (6.522)	 Loss_sem 0.442 (0.482)	 Loss_pos 7.719 (6.040)	
train Epoch: [67][370/866]	 Time 0.816 (0.965)	 Data 0.488 (0.655)	 Total_loss 7.141 (6.559)	 Loss_sem 0.472 (0.483)	 Loss_pos 6.669 (6.077)	
train Epoch: [67][380/866]	 Time 0.990 (0.965)	 Data 0.697 (0.655)	 Total_loss 4.414 (6.566)	 Loss_sem 0.411 (0.482)	 Loss_pos 4.003 (6.084)	
train Epoch: [67][390/866]	 Time 0.860 (0.965)	 Data 0.537 (0.655)	 Total_loss 8.021 (6.569)	 Loss_sem 0.482 (0.482)	 Loss_pos 7.538 (6.087)	
train Epoch: [67][400/866]	 Time 0.920 (0.963)	 Data 0.643 (0.654)	 Total_loss 8.273 (6.581)	 Loss_sem 0.557 (0.482)	 Loss_pos 7.716 (6.099)	
train Epoch: [67][410/866]	 Time 1.069 (0.963)	 Data 0.753 (0.653)	 Total_loss 6.118 (6.563)	 Loss_sem 0.466 (0.482)	 Loss_pos 5.652 (6.081)	
train Epoch: [67][420/866]	 Time 1.054 (0.963)	 Data 0.698 (0.652)	 Total_loss 4.833 (6.545)	 Loss_sem 0.454 (0.482)	 Loss_pos 4.379 (6.063)	
train Epoch: [67][430/866]	 Time 0.729 (0.962)	 Data 0.433 (0.652)	 Total_loss 6.869 (6.524)	 Loss_sem 0.507 (0.482)	 Loss_pos 6.362 (6.042)	
train Epoch: [67][440/866]	 Time 1.222 (0.963)	 Data 0.871 (0.651)	 Total_loss 4.436 (6.525)	 Loss_sem 0.481 (0.482)	 Loss_pos 3.954 (6.043)	
train Epoch: [67][450/866]	 Time 1.117 (0.962)	 Data 0.807 (0.652)	 Total_loss 2.931 (6.552)	 Loss_sem 0.470 (0.482)	 Loss_pos 2.461 (6.070)	
train Epoch: [67][460/866]	 Time 0.485 (0.961)	 Data 0.203 (0.650)	 Total_loss 6.919 (6.555)	 Loss_sem 0.400 (0.482)	 Loss_pos 6.519 (6.073)	
train Epoch: [67][470/866]	 Time 0.707 (0.960)	 Data 0.430 (0.649)	 Total_loss 12.047 (6.537)	 Loss_sem 0.575 (0.482)	 Loss_pos 11.471 (6.055)	
train Epoch: [67][480/866]	 Time 4.683 (0.988)	 Data 4.398 (0.678)	 Total_loss 3.727 (6.551)	 Loss_sem 0.483 (0.482)	 Loss_pos 3.244 (6.069)	
train Epoch: [67][490/866]	 Time 0.929 (1.014)	 Data 0.608 (0.704)	 Total_loss 3.392 (6.531)	 Loss_sem 0.449 (0.482)	 Loss_pos 2.943 (6.048)	
train Epoch: [67][500/866]	 Time 0.865 (1.016)	 Data 0.533 (0.706)	 Total_loss 3.562 (6.516)	 Loss_sem 0.429 (0.482)	 Loss_pos 3.133 (6.033)	
train Epoch: [67][510/866]	 Time 1.129 (1.020)	 Data 0.828 (0.710)	 Total_loss 9.861 (6.547)	 Loss_sem 0.480 (0.483)	 Loss_pos 9.381 (6.064)	
train Epoch: [67][520/866]	 Time 0.511 (1.017)	 Data 0.225 (0.707)	 Total_loss 6.070 (6.518)	 Loss_sem 0.482 (0.483)	 Loss_pos 5.588 (6.035)	
train Epoch: [67][530/866]	 Time 0.468 (1.019)	 Data 0.191 (0.709)	 Total_loss 11.576 (6.529)	 Loss_sem 0.529 (0.483)	 Loss_pos 11.047 (6.046)	
train Epoch: [67][540/866]	 Time 0.843 (1.024)	 Data 0.566 (0.715)	 Total_loss 9.056 (6.580)	 Loss_sem 0.552 (0.483)	 Loss_pos 8.504 (6.097)	
train Epoch: [67][550/866]	 Time 0.981 (1.026)	 Data 0.634 (0.716)	 Total_loss 9.944 (6.580)	 Loss_sem 0.504 (0.483)	 Loss_pos 9.440 (6.097)	
train Epoch: [67][560/866]	 Time 0.505 (1.023)	 Data 0.228 (0.713)	 Total_loss 2.146 (6.585)	 Loss_sem 0.452 (0.483)	 Loss_pos 1.694 (6.102)	
train Epoch: [67][570/866]	 Time 0.876 (1.044)	 Data 0.556 (0.735)	 Total_loss 14.872 (6.573)	 Loss_sem 0.553 (0.483)	 Loss_pos 14.320 (6.090)	
train Epoch: [67][580/866]	 Time 0.595 (1.045)	 Data 0.317 (0.736)	 Total_loss 7.655 (6.565)	 Loss_sem 0.509 (0.483)	 Loss_pos 7.146 (6.082)	
train Epoch: [67][590/866]	 Time 0.683 (1.060)	 Data 0.397 (0.751)	 Total_loss 4.703 (6.539)	 Loss_sem 0.495 (0.483)	 Loss_pos 4.208 (6.055)	
train Epoch: [67][600/866]	 Time 0.652 (1.094)	 Data 0.373 (0.786)	 Total_loss 4.369 (6.524)	 Loss_sem 0.495 (0.483)	 Loss_pos 3.874 (6.041)	
train Epoch: [67][610/866]	 Time 0.508 (1.098)	 Data 0.232 (0.790)	 Total_loss 3.264 (6.521)	 Loss_sem 0.461 (0.483)	 Loss_pos 2.804 (6.038)	
train Epoch: [67][620/866]	 Time 0.460 (1.103)	 Data 0.183 (0.795)	 Total_loss 4.503 (6.504)	 Loss_sem 0.414 (0.483)	 Loss_pos 4.089 (6.020)	
train Epoch: [67][630/866]	 Time 0.664 (1.127)	 Data 0.290 (0.819)	 Total_loss 5.619 (6.476)	 Loss_sem 0.437 (0.483)	 Loss_pos 5.181 (5.992)	
train Epoch: [67][640/866]	 Time 0.576 (1.131)	 Data 0.239 (0.822)	 Total_loss 4.778 (6.494)	 Loss_sem 0.453 (0.484)	 Loss_pos 4.326 (6.010)	
train Epoch: [67][650/866]	 Time 0.660 (1.161)	 Data 0.384 (0.853)	 Total_loss 4.522 (6.470)	 Loss_sem 0.485 (0.483)	 Loss_pos 4.037 (5.986)	
train Epoch: [67][660/866]	 Time 0.645 (1.161)	 Data 0.364 (0.853)	 Total_loss 13.896 (6.502)	 Loss_sem 0.503 (0.484)	 Loss_pos 13.393 (6.018)	
train Epoch: [67][670/866]	 Time 0.706 (1.171)	 Data 0.374 (0.864)	 Total_loss 6.155 (6.503)	 Loss_sem 0.468 (0.484)	 Loss_pos 5.687 (6.019)	
train Epoch: [67][680/866]	 Time 0.633 (1.204)	 Data 0.356 (0.897)	 Total_loss 5.942 (6.514)	 Loss_sem 0.532 (0.484)	 Loss_pos 5.409 (6.031)	
train Epoch: [67][690/866]	 Time 1.198 (1.211)	 Data 0.878 (0.904)	 Total_loss 6.591 (6.512)	 Loss_sem 0.475 (0.484)	 Loss_pos 6.116 (6.028)	
train Epoch: [67][700/866]	 Time 0.463 (1.233)	 Data 0.185 (0.926)	 Total_loss 4.721 (6.497)	 Loss_sem 0.466 (0.484)	 Loss_pos 4.255 (6.013)	
train Epoch: [67][710/866]	 Time 1.111 (1.245)	 Data 0.805 (0.938)	 Total_loss 6.284 (6.498)	 Loss_sem 0.503 (0.484)	 Loss_pos 5.782 (6.014)	
train Epoch: [67][720/866]	 Time 0.460 (1.268)	 Data 0.184 (0.961)	 Total_loss 6.322 (6.495)	 Loss_sem 0.523 (0.483)	 Loss_pos 5.800 (6.011)	
train Epoch: [67][730/866]	 Time 2.237 (1.274)	 Data 1.950 (0.967)	 Total_loss 9.313 (6.497)	 Loss_sem 0.462 (0.484)	 Loss_pos 8.851 (6.014)	
train Epoch: [67][740/866]	 Time 0.730 (1.273)	 Data 0.430 (0.966)	 Total_loss 4.796 (6.486)	 Loss_sem 0.451 (0.484)	 Loss_pos 4.345 (6.003)	
train Epoch: [67][750/866]	 Time 5.721 (1.277)	 Data 5.436 (0.970)	 Total_loss 6.887 (6.479)	 Loss_sem 0.514 (0.484)	 Loss_pos 6.373 (5.995)	
train Epoch: [67][760/866]	 Time 0.842 (1.311)	 Data 0.524 (1.005)	 Total_loss 2.499 (6.471)	 Loss_sem 0.466 (0.484)	 Loss_pos 2.033 (5.987)	
train Epoch: [67][770/866]	 Time 1.799 (1.311)	 Data 1.484 (1.005)	 Total_loss 7.308 (6.458)	 Loss_sem 0.509 (0.484)	 Loss_pos 6.799 (5.975)	
train Epoch: [67][780/866]	 Time 0.933 (1.307)	 Data 0.573 (1.001)	 Total_loss 7.566 (6.473)	 Loss_sem 0.471 (0.484)	 Loss_pos 7.095 (5.989)	
train Epoch: [67][790/866]	 Time 1.203 (1.304)	 Data 0.897 (0.998)	 Total_loss 5.293 (6.471)	 Loss_sem 0.508 (0.484)	 Loss_pos 4.785 (5.987)	
train Epoch: [67][800/866]	 Time 0.829 (1.300)	 Data 0.533 (0.994)	 Total_loss 3.274 (6.453)	 Loss_sem 0.450 (0.484)	 Loss_pos 2.823 (5.969)	
train Epoch: [67][810/866]	 Time 1.067 (1.296)	 Data 0.719 (0.990)	 Total_loss 2.462 (6.431)	 Loss_sem 0.446 (0.483)	 Loss_pos 2.015 (5.948)	
train Epoch: [67][820/866]	 Time 0.945 (1.293)	 Data 0.642 (0.987)	 Total_loss 1.943 (6.419)	 Loss_sem 0.439 (0.483)	 Loss_pos 1.504 (5.936)	
train Epoch: [67][830/866]	 Time 0.870 (1.288)	 Data 0.575 (0.982)	 Total_loss 7.338 (6.424)	 Loss_sem 0.494 (0.483)	 Loss_pos 6.843 (5.941)	
train Epoch: [67][840/866]	 Time 0.632 (1.285)	 Data 0.340 (0.978)	 Total_loss 8.089 (6.425)	 Loss_sem 0.499 (0.483)	 Loss_pos 7.590 (5.942)	
train Epoch: [67][850/866]	 Time 0.966 (1.281)	 Data 0.637 (0.975)	 Total_loss 7.410 (6.419)	 Loss_sem 0.497 (0.483)	 Loss_pos 6.913 (5.936)	
train Epoch: [67][860/866]	 Time 0.583 (1.277)	 Data 0.292 (0.970)	 Total_loss 7.758 (6.431)	 Loss_sem 0.526 (0.483)	 Loss_pos 7.232 (5.948)	
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
val Epoch: [67][0/216]	 Time 4.648 (4.648)	 Data 4.378 (4.378)	 Total_loss 3.510 (3.510)	 Loss_sem 3.076 (3.076)	 Loss_pos 0.433 (0.433)	
val Epoch: [67][10/216]	 Time 0.678 (1.181)	 Data 0.547 (1.035)	 Total_loss 7.918 (6.648)	 Loss_sem 7.420 (6.183)	 Loss_pos 0.498 (0.465)	
val Epoch: [67][20/216]	 Time 0.926 (1.072)	 Data 0.827 (0.930)	 Total_loss 9.045 (6.860)	 Loss_sem 8.551 (6.380)	 Loss_pos 0.494 (0.480)	
val Epoch: [67][30/216]	 Time 0.998 (1.023)	 Data 0.863 (0.884)	 Total_loss 7.526 (6.662)	 Loss_sem 7.055 (6.183)	 Loss_pos 0.471 (0.478)	
val Epoch: [67][40/216]	 Time 1.125 (0.998)	 Data 0.956 (0.856)	 Total_loss 8.619 (6.691)	 Loss_sem 8.103 (6.201)	 Loss_pos 0.516 (0.490)	
val Epoch: [67][50/216]	 Time 0.846 (0.977)	 Data 0.678 (0.833)	 Total_loss 7.372 (6.761)	 Loss_sem 6.873 (6.267)	 Loss_pos 0.499 (0.494)	
val Epoch: [67][60/216]	 Time 1.168 (0.985)	 Data 1.012 (0.843)	 Total_loss 8.949 (7.046)	 Loss_sem 8.376 (6.551)	 Loss_pos 0.573 (0.495)	
val Epoch: [67][70/216]	 Time 0.810 (0.974)	 Data 0.658 (0.833)	 Total_loss 7.237 (7.028)	 Loss_sem 6.735 (6.535)	 Loss_pos 0.502 (0.493)	
val Epoch: [67][80/216]	 Time 1.115 (0.973)	 Data 1.003 (0.834)	 Total_loss 7.593 (6.940)	 Loss_sem 7.037 (6.448)	 Loss_pos 0.556 (0.492)	
val Epoch: [67][90/216]	 Time 0.659 (0.966)	 Data 0.520 (0.827)	 Total_loss 11.434 (7.062)	 Loss_sem 10.953 (6.567)	 Loss_pos 0.480 (0.496)	
val Epoch: [67][100/216]	 Time 1.035 (0.969)	 Data 0.928 (0.827)	 Total_loss 6.510 (6.910)	 Loss_sem 6.032 (6.415)	 Loss_pos 0.477 (0.495)	
val Epoch: [67][110/216]	 Time 0.839 (0.962)	 Data 0.718 (0.820)	 Total_loss 4.178 (6.854)	 Loss_sem 3.765 (6.361)	 Loss_pos 0.414 (0.493)	
val Epoch: [67][120/216]	 Time 0.929 (0.958)	 Data 0.795 (0.816)	 Total_loss 3.216 (6.775)	 Loss_sem 2.743 (6.284)	 Loss_pos 0.473 (0.491)	
val Epoch: [67][130/216]	 Time 0.704 (0.949)	 Data 0.611 (0.809)	 Total_loss 8.798 (6.769)	 Loss_sem 8.270 (6.278)	 Loss_pos 0.528 (0.491)	
val Epoch: [67][140/216]	 Time 1.476 (0.952)	 Data 1.346 (0.811)	 Total_loss 8.662 (6.720)	 Loss_sem 8.152 (6.230)	 Loss_pos 0.509 (0.490)	
val Epoch: [67][150/216]	 Time 1.013 (0.949)	 Data 0.923 (0.810)	 Total_loss 4.240 (6.691)	 Loss_sem 3.790 (6.200)	 Loss_pos 0.450 (0.490)	
val Epoch: [67][160/216]	 Time 0.776 (0.945)	 Data 0.673 (0.807)	 Total_loss 5.415 (6.604)	 Loss_sem 4.889 (6.115)	 Loss_pos 0.526 (0.489)	
val Epoch: [67][170/216]	 Time 0.725 (0.944)	 Data 0.604 (0.806)	 Total_loss 3.651 (6.665)	 Loss_sem 3.215 (6.178)	 Loss_pos 0.436 (0.487)	
val Epoch: [67][180/216]	 Time 1.600 (0.945)	 Data 1.380 (0.807)	 Total_loss 5.870 (6.644)	 Loss_sem 5.350 (6.157)	 Loss_pos 0.521 (0.487)	
val Epoch: [67][190/216]	 Time 0.505 (0.939)	 Data 0.348 (0.800)	 Total_loss 3.777 (6.575)	 Loss_sem 3.345 (6.089)	 Loss_pos 0.432 (0.486)	
val Epoch: [67][200/216]	 Time 1.236 (0.941)	 Data 1.139 (0.802)	 Total_loss 4.277 (6.585)	 Loss_sem 3.849 (6.099)	 Loss_pos 0.428 (0.487)	
val Epoch: [67][210/216]	 Time 0.716 (0.938)	 Data 0.579 (0.799)	 Total_loss 5.267 (6.552)	 Loss_sem 4.817 (6.066)	 Loss_pos 0.450 (0.485)	
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
train Epoch: [68][0/866]	 Time 4.411 (4.411)	 Data 4.036 (4.036)	 Total_loss 5.234 (5.234)	 Loss_sem 0.507 (0.507)	 Loss_pos 4.727 (4.727)	
train Epoch: [68][10/866]	 Time 0.869 (1.405)	 Data 0.551 (1.079)	 Total_loss 6.163 (5.181)	 Loss_sem 0.430 (0.476)	 Loss_pos 5.733 (4.705)	
train Epoch: [68][20/866]	 Time 0.805 (1.222)	 Data 0.514 (0.901)	 Total_loss 16.676 (6.439)	 Loss_sem 0.541 (0.488)	 Loss_pos 16.135 (5.952)	
train Epoch: [68][30/866]	 Time 0.976 (1.144)	 Data 0.642 (0.824)	 Total_loss 4.108 (6.463)	 Loss_sem 0.492 (0.486)	 Loss_pos 3.616 (5.977)	
train Epoch: [68][40/866]	 Time 1.051 (1.105)	 Data 0.697 (0.782)	 Total_loss 4.552 (6.263)	 Loss_sem 0.568 (0.488)	 Loss_pos 3.984 (5.775)	
train Epoch: [68][50/866]	 Time 0.734 (1.058)	 Data 0.362 (0.732)	 Total_loss 17.048 (6.423)	 Loss_sem 0.538 (0.488)	 Loss_pos 16.510 (5.935)	
train Epoch: [68][60/866]	 Time 0.940 (1.027)	 Data 0.623 (0.702)	 Total_loss 5.083 (6.333)	 Loss_sem 0.542 (0.488)	 Loss_pos 4.540 (5.845)	
train Epoch: [68][70/866]	 Time 1.635 (1.046)	 Data 1.349 (0.724)	 Total_loss 6.474 (6.188)	 Loss_sem 0.496 (0.485)	 Loss_pos 5.979 (5.703)	
